OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	1.5128	0.6793	0.7067	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales vadinBB60 group	1.4612	0.6913	0.7179	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	1.2811	0.7336	0.7577	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Sanguibacteraceae	1.2811	0.7336	0.7577	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	1.2811	0.7336	0.7577	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__FFCH9454	1.1708	0.76	0.7835	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	1.1026	0.7765	0.799	1	0.007	0.0046	0.0057	0.0076
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__CHAB-XI-27	1.0936	0.7786	0.7998	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	1.0513	0.7888	0.8088	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Amb-16S-1034	0.9906	0.8035	0.8224	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41	0.8462	0.8384	0.8565	1	0.002	0.0013	0.0021	0.0018
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	0.7436	0.8629	0.8784	1	5e-04	5e-04	5e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.7436	0.8629	0.8784	1	3e-04	3e-04	2e-04	3e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other	0.6923	0.875	0.8883	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;Other	0.6892	0.8757	0.8883	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__D05-2	0.6696	0.8803	0.8913	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.5385	0.9104	0.9201	1	2e-04	2e-04	2e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__DUNssu371	0.4359	0.9327	0.9394	1	1e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	0.4359	0.9327	0.9394	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae	0.3333	0.9536	0.9587	1	9e-04	9e-04	0.001	0.001
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 7;f__	0.2308	0.9725	0.9759	1	0.0191	0.0176	0.0173	0.0192
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3;f__	0.1594	0.9839	0.9856	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae	0.1282	0.9883	0.9883	1	0.0053	0.0048	0.0057	0.0053
