#OTU ID	CK	JXBR16	RW37	R37J16	taxonomy
New.CleanUp.ReferenceOTU192455	3	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU227213	0	4	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU227212	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU227217	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU10842	0	0	0	2	k__Fungi; p__Rozellomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU182610	1	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__; g__; s__
New.CleanUp.ReferenceOTU255834	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU214333	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU168038	2	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU133887	3	3	3	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU32302	1	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU154203	2	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_mirabile
New.CleanUp.ReferenceOTU45028	1	0	0	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU45027	1	9	0	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU45021	3	0	2	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU194071	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU42551	4	3	0	7	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU181331	1	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU111583	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita_cinereopannosa
New.CleanUp.ReferenceOTU123802	0	2	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU80376	4	0	4	2	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU253390	0	4	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU27075	1	0	1	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU77292	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU206618	4	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU206615	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU60782	0	0	0	3	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU114181	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU25003	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU61078	0	0	0	1	No blast hit
New.CleanUp.ReferenceOTU59078	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU269010	0	2	0	0	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__Gongronella_butleri
New.CleanUp.ReferenceOTU185236	9	2	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU63691	0	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_ochraceus
New.CleanUp.ReferenceOTU168322	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU229724	0	2	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU15542	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Apiosporaceae; g__Arthrinium; s__
New.CleanUp.ReferenceOTU187672	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Lecythophora; s__Lecythophora_fasciculata
New.CleanUp.ReferenceOTU51411	0	0	0	2	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU43110	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU43118	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Codinaeopsis; s__Codinaeopsis_gonytrichoides
New.CleanUp.ReferenceOTU87319	3	2	4	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU218743	0	1	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU269848	0	3	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU80428	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU117880	1	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU104207	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU74009	0	0	1	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU60685	0	0	1	2	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU36692	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Apiosporaceae; g__Arthrinium; s__
New.CleanUp.ReferenceOTU100848	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU253185	0	1	0	0	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__Gongronella_butleri
New.CleanUp.ReferenceOTU100844	1	2	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU33770	0	0	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU58958	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU89959	3	3	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Amanitaceae; g__Amanita; s__Amanita_cinereopannosa
New.CleanUp.ReferenceOTU199288	2	2	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Junewangia; s__Junewangia_lamma
New.CleanUp.ReferenceOTU48001	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU76090	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU108456	16	0	0	1	No blast hit
New.CleanUp.ReferenceOTU154211	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU87672	1	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU254131	0	4	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU27120	0	1	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU150021	9	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU171601	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Arnium; s__
New.CleanUp.ReferenceOTU107735	1	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU53946	0	2	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU25715	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU33674	0	3	0	7	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU26263	0	0	0	6	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU26264	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU15750	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__; g__; s__
New.CleanUp.ReferenceOTU60662	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__
New.CleanUp.ReferenceOTU44949	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Annulatascaceae; g__Conlarium; s__
New.CleanUp.ReferenceOTU120538	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU161427	2	0	0	0	k__Animalia; p__Arthropoda; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU13941	0	0	0	4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU65747	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU41247	1	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Junewangia; s__haerospora
New.CleanUp.ReferenceOTU44742	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU9520	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Apiosporaceae; g__Arthrinium; s__
New.CleanUp.ReferenceOTU859	0	2	0	1	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__; g__; s__
New.CleanUp.ReferenceOTU858	0	0	5	4	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU853	0	0	0	5	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU852	0	0	2	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__
New.CleanUp.ReferenceOTU851	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_fumigatus
New.CleanUp.ReferenceOTU850	3	0	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU857	0	0	2	5	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU855	1	1	5	0	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__
New.CleanUp.ReferenceOTU854	0	1	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Lecythophora; s__Lecythophora_fasciculata
New.CleanUp.ReferenceOTU181741	10	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU63183	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__; g__; s__
New.CleanUp.ReferenceOTU139842	0	0	2	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU26458	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU57786	0	0	0	1	k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Terramycetaceae; g__Boothiomyces; s__Boothiomyces_macroporosum
New.CleanUp.ReferenceOTU244474	0	4	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Aphanoascus; s__Aphanoascus_cinnabarinus
New.CleanUp.ReferenceOTU244470	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU103837	0	0	1	0	k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Terramycetaceae; g__Boothiomyces; s__Boothiomyces_macroporosum
New.CleanUp.ReferenceOTU148552	16	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU178536	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU260280	0	5	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU146369	2	0	0	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU185583	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU251945	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU251943	0	1	0	0	No blast hit
New.CleanUp.ReferenceOTU109203	3	0	1	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__
New.CleanUp.ReferenceOTU109207	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU79049	0	0	1	0	k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Cladochytriaceae; g__Nowakowskiella; s__Nowakowskiella_elegans
New.CleanUp.ReferenceOTU152526	4	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__; s__
New.CleanUp.ReferenceOTU108553	0	0	0	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Ajellomycetaceae; g__Spiromastix; s__Spiromastix_princeps
New.CleanUp.ReferenceOTU108550	1	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU166223	0	2	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU166228	1	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__
New.CleanUp.ReferenceOTU271023	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tubingensis
New.CleanUp.ReferenceOTU78310	0	0	2	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_pisciphila
New.CleanUp.ReferenceOTU170059	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU278504	0	1	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Staphylotrichum; s__Staphylotrichum_boninense
New.CleanUp.ReferenceOTU31496	0	0	1	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU31499	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tubingensis
New.CleanUp.ReferenceOTU30725	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU107674	3	5	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_ochraceus
New.CleanUp.ReferenceOTU213519	0	2	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU164483	7	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU164486	4	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU164485	3	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU178473	3	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU234209	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU83744	0	2	2	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__
New.CleanUp.ReferenceOTU83740	0	0	1	0	k__Plantae; p__Chlorophyta; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU83741	0	0	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU165832	0	2	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU46448	0	0	0	1	No blast hit
New.CleanUp.ReferenceOTU116047	0	1	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU3820	1	1	0	8	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; g__Chionosphaera; s__Chionosphaera_apobasidialis
New.CleanUp.ReferenceOTU120878	0	2	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU136605	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU175923	5	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU161458	3	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU287250	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__; g__; s__
New.CleanUp.ReferenceOTU7028	0	0	2	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__; f__; g__; s__
New.CleanUp.ReferenceOTU90002	1	0	1	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU106899	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU235759	0	0	0	4	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU235757	0	2	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU58503	0	0	0	0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Melanotaeniaceae; g__Melanotaenium; s__Melanotaenium_endogenum
New.CleanUp.ReferenceOTU58506	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU58508	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Jahnulales; f__Aliquandostipitaceae; g__Jahnula; s__
New.CleanUp.ReferenceOTU83213	1	0	3	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_mirabile
New.CleanUp.ReferenceOTU60117	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
New.CleanUp.ReferenceOTU97368	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU139456	0	0	1	0	No blast hit
New.CleanUp.ReferenceOTU141715	0	1	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU270574	0	1	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU331	3	13	3	12	k__Protista; p__Cercozoa; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU186701	2	0	0	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU183280	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU193014	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU129091	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU186673	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU148293	3	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU148295	24	3	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU148297	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__; s__
New.CleanUp.ReferenceOTU148298	1	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sclerotiorum
New.CleanUp.ReferenceOTU237868	0	0	0	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU252595	0	16	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU139172	1	1	0	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU72068	0	1	3	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
