#OTU ID	CK	JXBR16	RW37	R37J16	taxonomy
New.CleanUp.ReferenceOTU56174	0	3	0	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_coffeae
New.CleanUp.ReferenceOTU6604	0	0	0	2	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU33530	0	0	0	5	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__Chalara_holubovae
New.CleanUp.ReferenceOTU200277	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU113469	0	0	0	3	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Vermispora; s__ermatophaga
New.CleanUp.ReferenceOTU113466	0	1	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU113465	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_laeve
New.CleanUp.ReferenceOTU41434	0	0	1	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU21505	0	0	0	4	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU2257	1	0	0	8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_urticicola
New.CleanUp.ReferenceOTU143548	6	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__
New.CleanUp.ReferenceOTU664	0	2	0	13	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU665	6	3	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_terreus
New.CleanUp.ReferenceOTU666	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__; g__; s__
New.CleanUp.ReferenceOTU667	0	0	2	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU660	0	2	20	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU661	0	0	5	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__; s__Hypocreales_fam_Incertae_
New.CleanUp.ReferenceOTU662	3	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU42312	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU42318	0	0	3	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__; s__
New.CleanUp.ReferenceOTU171229	2	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU269771	0	5	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU200315	4	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Myxotrichaceae; g__; s__
New.CleanUp.ReferenceOTU222159	0	5	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__
New.CleanUp.ReferenceOTU222153	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU222074	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tubingensis
New.CleanUp.ReferenceOTU6773	0	0	0	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU81621	0	0	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Thanatephorus; s__
New.CleanUp.ReferenceOTU81620	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_mirabile
New.CleanUp.ReferenceOTU81627	1	2	3	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU68838	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU82896	1	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Junewangia; s__Junewangia_lamma
New.CleanUp.ReferenceOTU68834	0	0	1	2	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
New.CleanUp.ReferenceOTU68836	0	0	2	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__Serendipita; s__
New.CleanUp.ReferenceOTU82892	0	0	2	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU17795	0	0	0	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU86393	3	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU239072	0	0	0	3	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU49687	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU179131	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU145530	3	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU179133	2	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaetopsis; s__Pyrenochaetopsis_leptospora
New.CleanUp.ReferenceOTU148120	3	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU197984	3	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU26779	0	0	0	1	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU26777	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Stachybotrys; s__Stachybotrys_chartarum
New.CleanUp.ReferenceOTU107400	0	2	0	2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU107404	0	0	0	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU100184	0	0	2	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU100180	0	1	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU167161	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__Helicoma; s__
New.CleanUp.ReferenceOTU155835	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Micropsalliota; s__Micropsalliota_gracilis
New.CleanUp.ReferenceOTU150356	4	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU63897	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU63891	0	0	0	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Massariosphaeria; s__
New.CleanUp.ReferenceOTU107105	0	0	0	2	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU205591	4	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU41571	0	2	1	1	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__; s__
New.CleanUp.ReferenceOTU41570	1	0	2	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU161132	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU73970	0	1	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU124858	0	0	2	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__; s__
New.CleanUp.ReferenceOTU124852	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU166641	0	3	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__; s__
New.CleanUp.ReferenceOTU33563	1	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU61868	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU589	0	0	0	21	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricomycetes_ord_Incertae_sedis; f__Agaricomycetes_fam_Incertae_sedis; g__Cotylidia; s__Cotylidia_undulata
New.CleanUp.ReferenceOTU588	0	1	0	5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_brasiliense
New.CleanUp.ReferenceOTU581	0	0	0	13	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU583	0	4	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Acidomelania; s__Acidomelania_panicicola
New.CleanUp.ReferenceOTU582	0	0	3	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU585	0	0	0	6	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU584	0	10	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU587	0	0	8	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU134409	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU4931	0	2	0	6	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU49116	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU49115	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU18190	0	0	0	2	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU93353	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Sphaerobolus; s__
New.CleanUp.ReferenceOTU7410	7	0	1	4	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU260758	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tubingensis
New.CleanUp.ReferenceOTU92006	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU215200	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU13083	0	0	0	3	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU37149	0	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU103723	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU103726	1	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU184903	4	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU12351	0	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriales_fam_Incertae_sedis; g__Coniosporium; s__
New.CleanUp.ReferenceOTU12357	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU102254	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU84558	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_assiutensis
New.CleanUp.ReferenceOTU84878	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU84872	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU115385	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Stachybotrys; s__Stachybotrys_microspora
New.CleanUp.ReferenceOTU25366	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU25369	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU29705	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU209244	1	2	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU30231	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU101132	2	0	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Ascochyta; s__Ascochyta_maackiae
New.CleanUp.ReferenceOTU101131	0	0	2	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU101130	3	0	2	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU101135	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU109708	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tubingensis
New.CleanUp.ReferenceOTU100669	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
New.CleanUp.ReferenceOTU100662	0	1	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU100666	0	0	1	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Staphylotrichum; s__Staphylotrichum_coccosporum
New.CleanUp.ReferenceOTU229929	0	1	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU160570	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU185967	1	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU216776	0	3	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__Chalara_holubovae
New.CleanUp.ReferenceOTU51078	1	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Massariosphaeria; s__
New.CleanUp.ReferenceOTU149704	1	0	0	0	k__Fungi; p__Basidiomycota; c__Entorrhizomycetes; o__Entorrhizales; f__Entorrhizaceae; g__Entorrhiza; s__Entorrhiza_aschersoniana
New.CleanUp.ReferenceOTU33983	0	1	1	3	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU188025	3	0	0	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU211209	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU46117	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU46115	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__; s__
New.CleanUp.ReferenceOTU191034	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU273945	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU47645	1	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU91069	6	1	3	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
New.CleanUp.ReferenceOTU191030	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU188922	4	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__; g__; s__
New.CleanUp.ReferenceOTU63915	1	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU26842	0	0	0	3	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU159773	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Panellus; s__Panellus_serotinus
New.CleanUp.ReferenceOTU55956	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU55954	2	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU228056	0	4	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU86352	0	0	1	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU51459	0	0	0	2	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU50471	0	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU50475	0	0	0	2	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU85936	0	0	2	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizales_fam_Incertae_sedis; g__Pulvinula; s__Pulvinula_convexella
New.CleanUp.ReferenceOTU68267	0	0	0	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU27995	0	0	0	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU54439	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU77314	0	0	5	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU145235	1	1	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU145232	5	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU145239	12	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU236202	0	3	0	3	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU73848	0	0	0	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU10237	0	1	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU138338	1	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_pimiteouiense
New.CleanUp.ReferenceOTU174572	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU138334	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU13762	1	0	0	3	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU13761	0	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU13760	0	0	0	2	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU37077	0	0	0	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU212405	1	0	0	0	No blast hit
New.CleanUp.ReferenceOTU147898	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU76528	0	1	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Sphaerobolus; s__
New.CleanUp.ReferenceOTU111703	0	0	0	3	No blast hit
New.CleanUp.ReferenceOTU193772	1	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU11317	0	0	0	2	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU107806	1	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Togniniaceae; g__Phaeoacremonium; s__Phaeoacremonium_hungaricum
New.CleanUp.ReferenceOTU249372	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_levitum
New.CleanUp.ReferenceOTU20187	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU237276	0	5	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU101079	0	0	4	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
