Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Chalara|s__Chalara_holubovae	1.87987592818874e-05	2.24014336917563e-05	0	0.000317547685077376	0.00011903486531205	0.000486228298486972	0.00057430805142836	0.00101419878296146	0	0.00197706986616012	0.0155858859047739	0.000425975704696015
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Ciliophora	0.000244383870664536	0.000156810035842294	0.000330889395865624	0.00548299002900269	0.00170219857396231	0.000286016646168807	0.000222312794101301	0.00585388420340913	0.0222817140291658	0.00251010340850722	0.0274482671866156	0.00155701464475095
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Furcaspora	0	0	0	2.11698456718251e-05	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Furcaspora|s__Furcaspora_eucalypti	0	0	0	2.11698456718251e-05	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Hansfordia	0	0	0	0	0	0	0.00011115639705065	0.000142343688836696	0	0	8.8055852569344e-05	0.000102821721823176
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Hansfordia|s__Hansfordia_pulvinata	0	0	0	0	0	0	0.00011115639705065	0.000142343688836696	0	0	8.8055852569344e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Junewangia	0.000263182629946424	0.00208333333333333	0.000957837724874175	0.000762114444185702	0.000678498732278685	0.000386122472327889	0.00337174404386972	0.00128109319953027	0	0.00201583594196718	0.000867979118183534	0.000190954626243041
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Junewangia|s__Junewangia_lamma	0.000187987592818874	0.0019489247311828	0.00076627017989934	0.000719774752842052	0.00059517432656025	0.000357520807711009	0.00329763977916929	0.00119212839400733	0	0.00132773809639185	0.000830240895653815	0.000190954626243041
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Junewangia|s__haerospora	7.51950371275496e-05	0.000134408602150538	0.000191567544974835	4.23396913436501e-05	8.33244057184349e-05	2.86016646168807e-05	7.41042647004335e-05	8.89648055229351e-05	0	0.000688097845575337	3.77382225297189e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Knufia	3.75975185637748e-05	0.000537634408602151	0	0	4.761394612482e-05	1.43008323084404e-05	1.85260661751084e-05	0	0	6.78406326623572e-05	0.00010063526007925	0.000102821721823176
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Knufia|s__Knufia_endospora	0	0	0	0	0	1.43008323084404e-05	1.85260661751084e-05	0	0	0	8.8055852569344e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Knufia|s__Knufia_epidermidis	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Knufia|s__Knufia_peltigerae	0	2.24014336917563e-05	0	0	0	0	0	0	0	9.69151895176531e-06	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Knufia|s__Knufia_petricola	0	0	0	0	0	0	0	0	0	0	0	8.81329044198652e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Leptodiscella	0	0	0.000174152313613486	0	0	0	0	1.7792961104587e-05	0	0	0	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Ochroconis	0.000206786352100761	0.000694444444444444	0.000818515873983386	0.000148188919702775	0	2.86016646168807e-05	0	3.5585922209174e-05	0.000371361900486096	0.000125989746372949	0.000125794075099063	0.00017626580883973
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Ochroconis|s__Ochroconis_musae	7.51950371275496e-05	0.000694444444444444	0.000696609254453945	4.23396913436501e-05	0	0	0	3.5585922209174e-05	0.000371361900486096	9.69151895176531e-05	0.000113214667589157	8.81329044198651e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Ochroconis|s__Ochroconis_robusta	0	0	0	2.11698456718251e-05	0	0	0	0	0	0	1.25794075099063e-05	8.81329044198652e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Ochroconis|s__Ochroconis_tshawytschae	0	0	0	8.46793826873002e-05	0	0	0	0	0	2.90745568552959e-05	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Parapleurotheciopsis	3.75975185637748e-05	4.48028673835125e-05	0	6.35095370154752e-05	0	0	0	0	0	1.93830379035306e-05	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Parapleurotheciopsis|s__Parapleurotheciopsis_inaequiseptata	3.75975185637748e-05	4.48028673835125e-05	0	6.35095370154752e-05	0	0	0	0	0	1.93830379035306e-05	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Pseudosigmoidea	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Pseudosigmoidea|s__Pseudosigmoidea_ibarakiensis	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Pyrigemmula	0	0	0	0	0	0	0	7.11718444183481e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Pyrigemmula|s__Pyrigemmula_aurantiaca	0	0	0	0	0	0	0	7.11718444183481e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Remersonia	1.87987592818874e-05	0	0	0	0	0	0	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Remersonia|s__Remersonia_thermophila	1.87987592818874e-05	0	0	0	0	0	0	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Rhexoacrodictys	0	2.24014336917563e-05	0.000296058933142927	4.23396913436501e-05	8.33244057184349e-05	1.43008323084404e-05	7.41042647004335e-05	0.000106757766627522	0	9.69151895176531e-06	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Rhexoacrodictys|s__Rhexoacrodictys_fimicola	0	2.24014336917563e-05	0	0	0	0	0	0	0	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Rhexoacrodictys|s__Rhexoacrodictys_queenslandica	0	0	0.000296058933142927	4.23396913436501e-05	8.33244057184349e-05	1.43008323084404e-05	7.41042647004335e-05	0.000106757766627522	0	9.69151895176531e-06	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Scolecobasidium	0.00298900272582009	0.00096326164874552	0.00191567544974835	0.000846793826873002	0.00117844516658929	0.00038612247232789	0.00127829856608248	0.000960819899647699	0	0.0018704631576907	0.00142147304861941	0.000455353339502637
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Scolecobasidium|s__Scolecobasidium_constrictum	0	0	1.74152313613486e-05	0	0	0	0	1.7792961104587e-05	0	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Solheimia	0.000131591314973212	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Solheimia|s__Solheimia_costispora	0.000131591314973212	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Staphylotrichum	0.00719992480496288	0.00324820788530466	0.00600825481966527	0.00984397823739866	0.0142008594317275	0.00303177644938936	0.0176553410648783	0.00967937084089535	0	0.00888712287876881	0.00154726712371847	0.00436257876878332
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Staphylotrichum|s__Staphylotrichum_boninense	0.00377855061565937	0.00120967741935484	0.00323923303321085	0.00664733154095306	0.00873715911390446	0.00200211652318165	0.00907777242580311	0.00170812426604035	0	0.00409951251659673	0.000993773193282596	0.00233552196712643
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Staphylotrichum|s__Staphylotrichum_coccosporum	0.0034213741893035	0.00203853046594982	0.00276902178645443	0.00319664669644558	0.00546370031782309	0.00102965992620771	0.00857756863907518	0.00797124657485499	0	0.00478761036217206	0.000553493930435876	0.0020270568016569
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Triadelphia	0	0	0	0	2.380697306241e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Triadelphia|s__Triadelphia_pulvinata	0	0	0	0	2.380697306241e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Trichobotrys	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Trichobotrys|s__Trichobotrys_effusa	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Triscelophorus	1.87987592818874e-05	0	0	0	0.0002380697306241	0	0.000148208529400867	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Vermispora	0	0	0	0	0	0	0	0	0	0	0	0.00017626580883973
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Vermispora|s__ermatophaga	0	0	0	0	0	0	0	0	0	0	0	0.00017626580883973
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Veronaea	0	0	0	0	0	0	0	1.7792961104587e-05	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Veronaea|s__Veronaea_japonica	0	0	0	0	0	0	0	1.7792961104587e-05	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Wiesneriomyces	0	0	0	0	3.5710459593615e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|g__Wiesneriomyces|s__Wiesneriomyces_laurinus	0	0	0	0	3.5710459593615e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pezizomycotina_fam_Incertae_sedis|s__Pezizomycotina_fam_Incertae_	0	0	0	0	0	2.86016646168807e-05	0	0	0.000526557918599688	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pseudeurotiaceae	0	2.24014336917563e-05	6.96609254453945e-05	0	0	0	0	3.5585922209174e-05	0	0	7.54764450594377e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pseudeurotiaceae|g__Pseudeurotium	0	2.24014336917563e-05	6.96609254453945e-05	0	0	0	0	3.5585922209174e-05	0	0	7.54764450594377e-05	0
k__Fungi|p__Ascomycota|c__Pezizomycotina_cls_Incertae_sedis|o__Pezizomycotina_ord_Incertae_sedis|f__Pseudeurotiaceae|g__Pseudeurotium|s__Pseudeurotium_hygrophilum	0	2.24014336917563e-05	6.96609254453945e-05	0	0	0	0	3.5585922209174e-05	0	0	7.54764450594377e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes	0.00043237146348341	0.000380824372759857	0.000174152313613486	0.000190528611046425	7.14209191872299e-05	0.000114406658467523	0.000611360183778576	0.000213515533255044	0.000304849321294556	0.000135681265324714	0.00162274356877791	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.000413572704201523	0.000380824372759857	0.000174152313613486	0.0001693587653746	7.14209191872299e-05	0.000114406658467523	0.000611360183778576	0.000195722572150457	0.000304849321294556	9.69151895176531e-05	0.001610164161268	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Eremotheciaceae	0	0	0	0	0	0	5.55781985253251e-05	1.7792961104587e-05	0	5.81491137105919e-05	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Eremotheciaceae|g__Eremothecium	0	0	0	0	0	0	5.55781985253251e-05	1.7792961104587e-05	0	5.81491137105919e-05	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Eremotheciaceae|g__Eremothecium|s__Eremothecium_sinecaudum	0	0	0	0	0	0	5.55781985253251e-05	1.7792961104587e-05	0	5.81491137105919e-05	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae	0	0	1.74152313613486e-05	8.46793826873002e-05	0	0	0	0.000106757766627522	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae|g__Lipomyces	0	0	1.74152313613486e-05	8.46793826873002e-05	0	0	0	0.000106757766627522	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae|g__Lipomyces|s__Lipomyces_lipofer	0	0	0	0	0	0	0	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae|g__Lipomyces|s__Lipomyces_yarrowii	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae|g__Lipomyces|s__encermartinsiae	0	0	1.74152313613486e-05	0	0	0	0	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae	0	0	0	0	0	0	1.85260661751084e-05	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Issatchenkia	0	0	0	0	0	0	1.85260661751084e-05	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Issatchenkia|s__Issatchenkia_orientalis	0	0	0	0	0	0	1.85260661751084e-05	3.5585922209174e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	1.87987592818874e-05	0.00017921146953405	0.000139321850890789	4.23396913436501e-05	0	8.58049938506421e-05	0	1.7792961104587e-05	0.000243879457035645	9.69151895176531e-06	0	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kazachstania	0	0	0	0	0	0	0	1.7792961104587e-05	0.000138567873315707	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kazachstania|s__Kazachstania_pintolopesii	0	0	0	0	0	0	0	1.7792961104587e-05	0.000138567873315707	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces	0	0	0	0	0	0	0	0	0.000105311583719938	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces_marxianus	0	0	0	0	0	0	0	0	0.000105311583719938	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces	1.87987592818874e-05	0	1.74152313613486e-05	4.23396913436501e-05	0	0	0	0	0	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae	1.87987592818874e-05	0	1.74152313613486e-05	4.23396913436501e-05	0	0	0	0	0	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora	0	0.00017921146953405	0.00012190661952944	0	0	8.58049938506421e-05	0	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora|s__Tetrapisispora_blattae	0	0.00017921146953405	0.00012190661952944	0	0	0	0	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora|s__Tetrapisispora_iriomotensis	0	0	0	0	0	8.58049938506421e-05	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis	0.000375975185637748	0.000201612903225806	1.74152313613486e-05	2.11698456718251e-05	0	0	0.000333469191151951	0	5.5427149326283e-06	9.69151895176531e-06	0.00143405245612932	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida	0.000206786352100761	2.24014336917563e-05	1.74152313613486e-05	0	0	0	0.000296417058801734	0	5.5427149326283e-06	9.69151895176531e-06	0.00143405245612932	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida|s__Candida_athensensis	1.87987592818874e-05	0	0	0	0	0	0	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida|s__Candida_diversa	0	0	0	0	0	0	0	0	0	0	0.00127052015850053	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida|s__Candida_parapsilosis	0	0	0	0	0	0	0.000222312794101301	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida|s__Candida_solani	0.000187987592818874	2.24014336917563e-05	1.74152313613486e-05	0	0	0	5.55781985253251e-05	0	0	0	5.03176300396251e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Candida|s__Candida_tropicalis	0	0	0	0	0	0	0	0	5.5427149326283e-06	0	8.8055852569344e-05	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Kodamaea	0.000169188833536987	0	0	2.11698456718251e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Kodamaea|s__Kodamaea_ohmeri	0.000169188833536987	0	0	2.11698456718251e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Nadsonia	0	0.00017921146953405	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Nadsonia|s__Nadsonia_starkeyi-henricii	0	0.00017921146953405	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_fam_Incertae_sedis|g__Wickerhamomyces	0	0	0	0	0	0	3.70521323502168e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae	0	0	0	0	0	0	0	0	4.43417194610264e-05	0	0	0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae|g__Hanseniaspora	0	0	0	0	0	0	0	0	4.43417194610264e-05	0	0	0
