Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Leucosporidiales|f__Leucosporidiaceae|g__Leucosporidium	0	0	1.74152313613486e-05	4.23396913436501e-05	0	2.86016646168807e-05	3.70521323502168e-05	0	0	3.87660758070612e-05	5.03176300396251e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryomycetes_ord_Incertae_sedis	0	0	0	2.11698456718251e-05	0	0	0	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryomycetes_ord_Incertae_sedis|f__Microbotryomycetes_fam_Incertae_sedis	0	0	0	2.11698456718251e-05	0	0	0	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryomycetes_ord_Incertae_sedis|f__Microbotryomycetes_fam_Incertae_sedis|g__Trigonosporomyces	0	0	0	2.11698456718251e-05	0	0	0	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryomycetes_ord_Incertae_sedis|f__Microbotryomycetes_fam_Incertae_sedis|g__Trigonosporomyces|s__Trigonosporomyces_hylophilus	0	0	0	2.11698456718251e-05	0	0	0	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales	0.000131591314973212	0	0	0.000592755678811101	5.9517432656025e-05	5.72033292337614e-05	1.85260661751084e-05	7.11718444183481e-05	0	8.72236705658878e-05	0.000201270520158501	7.34440870165543e-05
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolales_fam_Incertae_sedis	9.3993796409437e-05	0	0	0.000592755678811101	2.380697306241e-05	5.72033292337614e-05	1.85260661751084e-05	7.11718444183481e-05	0	3.87660758070612e-05	0.00010063526007925	4.40664522099326e-05
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolales_fam_Incertae_sedis|g__Rhodotorula	9.3993796409437e-05	0	0	0.000592755678811101	2.380697306241e-05	5.72033292337614e-05	1.85260661751084e-05	7.11718444183481e-05	0	3.87660758070612e-05	0.00010063526007925	4.40664522099326e-05
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolales_fam_Incertae_sedis|g__Rhodotorula|s__Rhodotorula_mucilaginosa	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolales_fam_Incertae_sedis|g__Rhodotorula|s__Rhodotorula_toruloides	9.3993796409437e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Pucciniomycetes	9.3993796409437e-05	6.72043010752688e-05	0.00012190661952944	0	1.1903486531205e-05	0	1.85260661751084e-05	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Septobasidiales	9.3993796409437e-05	6.72043010752688e-05	0.00012190661952944	0	1.1903486531205e-05	0	1.85260661751084e-05	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Septobasidiales|f__Septobasidiaceae	9.3993796409437e-05	6.72043010752688e-05	0.00012190661952944	0	1.1903486531205e-05	0	1.85260661751084e-05	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Septobasidiales|f__Septobasidiaceae|g__Septobasidium	0	0	3.48304627226973e-05	0	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes	0.0119936084218442	0.00416666666666667	0.00734922763448912	0.0179943688210513	0.0649454225142547	0.0124846266052684	0.00942976768313017	0.00957261307426782	6.65125791915396e-05	0.0381652016320517	0.0243537329391786	0.0146447509511009
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales	0.000469968982047185	0.000492831541218638	0.00172410790477351	0.00315430700510193	0.00198788225071123	0.00131567657237651	0.0020008151469117	0.00190384683819081	0	0.0124632933719702	0.0121391282470596	0.00600772631795414
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Cystofilobasidiaceae	0.000469968982047185	0.000492831541218638	0.00172410790477351	0.00315430700510193	0.00198788225071123	0.00131567657237651	0.0020008151469117	0.00190384683819081	0	0.0124632933719702	0.0121391282470596	0.00600772631795414
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Cystofilobasidiaceae|g__Cystofilobasidium	0	0	0	6.35095370154752e-05	0.000154745324905665	1.43008323084404e-05	0	3.5585922209174e-05	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Cystofilobasidiaceae|g__Cystofilobasidium|s__Cystofilobasidium_capitatum	0	0	0	6.35095370154752e-05	0.000154745324905665	1.43008323084404e-05	0	3.5585922209174e-05	0	0	1.25794075099063e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Cystofilobasidiaceae|g__Guehomyces	0.000469968982047185	0.000492831541218638	0.00172410790477351	0.00309079746808646	0.00183313692580557	0.00130137574006807	0.0020008151469117	0.00186826091598164	0	0.0124632933719702	0.0121265488395497	0.00600772631795414
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Cystofilobasidiaceae|g__Guehomyces|s__Guehomyces_pullulans	0.000469968982047185	0.000492831541218638	0.00172410790477351	0.00309079746808646	0.00183313692580557	0.00130137574006807	0.0020008151469117	0.00186826091598164	0	0.0124632933719702	0.0121265488395497	0.00600772631795414
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales	0.0113732493655419	0.00367383512544803	0.00560770449835426	0.0147130427419184	0.0629575402635433	0.011140348368275	0.00735484827151803	0.00765097327497243	5.5427149326283e-05	0.0256825252221781	0.0117869048367822	0.00859295818093685
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis	0.0113732493655419	0.00336021505376344	0.00560770449835426	0.0147130427419184	0.0629575402635433	0.0110974458713497	0.00735484827151803	0.00759759439165866	5.5427149326283e-05	0.0256825252221781	0.0117869048367822	0.00859295818093685
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Auriculibuller	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Auriculibuller|s__Auriculibuller_fuscus	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Bullera	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Bullera|s__Bullera_miyagiana	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus	0.0111100667355955	0.0032258064516129	0.00553804357290886	0.0146918728962466	0.062886119344356	0.0110688442067328	0.00731779613916781	0.0075442155083449	1.66281447978849e-05	0.0255856100326605	0.0115604755016039	0.00857826936353354
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_daszewskae	0	0	0	0	0	0	0	0	1.66281447978849e-05	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_flavus	0	0	5.22456940840459e-05	2.11698456718251e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_fragicola	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_laurentii	0.000714352852711721	4.48028673835125e-05	0.000174152313613486	0	2.380697306241e-05	2.86016646168807e-05	1.85260661751084e-05	0	0	8.72236705658878e-05	3.77382225297189e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_podzolicus	0.0100385374565279	0.00309139784946237	0.00522456940840459	0.0144590045938565	0.0579818828934995	0.0108543317221062	0.00666938382303902	0.0072773210917761	0	0.0231336557378638	0.0114598402415246	0.00784382849336799
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_terreus	0.000244383870664536	2.24014336917563e-05	6.96609254453945e-05	0.000190528611046425	0.00457093882798272	0.000157309155392844	0.000463151654377709	0.000266894416568805	0	0.00222904935890602	6.28970375495314e-05	0.000705063235358921
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Cryptococcus|s__Cryptococcus_terricola	7.51950371275496e-05	6.72043010752688e-05	1.74152313613486e-05	2.11698456718251e-05	0.00030949064981133	2.86016646168807e-05	0.000166734595575975	0	0	0.000135681265324714	0	2.93776348066217e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Derxomyces	0	0	0	0	0	0	0	0	3.87990045283981e-05	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Derxomyces|s__Derxomyces_yunnanensis	0	0	0	0	0	0	0	0	3.87990045283981e-05	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Fellomyces	3.75975185637748e-05	0	0	2.11698456718251e-05	7.14209191872299e-05	2.86016646168807e-05	3.70521323502168e-05	5.33788833137611e-05	0	9.69151895176531e-06	0.000150952890118875	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Fellomyces|s__Fellomyces_fuzhouensis	0	0	0	2.11698456718251e-05	0	0	3.70521323502168e-05	0	0	0	3.77382225297189e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Fellomyces|s__Fellomyces_lichenicola	3.75975185637748e-05	0	0	0	2.380697306241e-05	0	0	5.33788833137611e-05	0	9.69151895176531e-06	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|g__Fellomyces|s__Fellomyces_penicillatus	0	0	0	0	4.761394612482e-05	2.86016646168807e-05	0	0	0	0	0.000113214667589157	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellales_fam_Incertae_sedis|s__Tremellales_fam_Incertae_	0.000225585111382649	8.96057347670251e-05	6.96609254453945e-05	0	0	0	0	0	0	8.72236705658878e-05	5.03176300396251e-05	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales	0.000150390074255099	0	1.74152313613486e-05	0.00012701907403095	0	2.86016646168807e-05	7.41042647004335e-05	1.7792961104587e-05	1.10854298652566e-05	1.93830379035306e-05	0.000226429335178313	4.40664522099326e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae	0.000150390074255099	0	1.74152313613486e-05	0.00012701907403095	0	2.86016646168807e-05	7.41042647004335e-05	1.7792961104587e-05	1.10854298652566e-05	1.93830379035306e-05	0.000226429335178313	4.40664522099326e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Trichosporon	0.000150390074255099	0	1.74152313613486e-05	0.00012701907403095	0	2.86016646168807e-05	7.41042647004335e-05	1.7792961104587e-05	1.10854298652566e-05	1.93830379035306e-05	0.000226429335178313	4.40664522099326e-05
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Trichosporon|s__Trichosporon_debeurmannianum	0	0	0	0	0	0	0	0	1.10854298652566e-05	0	0	0
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Trichosporon|s__Trichosporon_gamsii	0	0	0	0.00012701907403095	0	1.43008323084404e-05	0	0	0	0	0	0
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	1.87987592818874e-05	0.000716845878136201	0.00144546420299194	0.00139720981434045	0.000678498732278685	0.000128707490775963	0.00902219422727778	0.00170812426604035	0.00562585565661772	0.000465192909684735	0.000138373482608969	0.000352531617679461
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	1.87987592818874e-05	0.000716845878136201	0.00144546420299194	0.00139720981434045	0.000678498732278685	0.000128707490775963	0.00902219422727778	0.00170812426604035	0.00562585565661772	0.000465192909684735	0.000138373482608969	0.000352531617679461
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Melanotaeniaceae	1.87987592818874e-05	0.000716845878136201	0.00144546420299194	0.00139720981434045	0.000678498732278685	0.000128707490775963	0.00902219422727778	0.00170812426604035	0.00562585565661772	0.000465192909684735	0.000138373482608969	0.000352531617679461
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Melanotaeniaceae|g__Melanotaenium	1.87987592818874e-05	0.000716845878136201	0.00144546420299194	0.00139720981434045	0.000678498732278685	0.000128707490775963	0.00902219422727778	0.00170812426604035	0.00562585565661772	0.000465192909684735	0.000138373482608969	0.000352531617679461
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Melanotaeniaceae|g__Melanotaenium|s__Melanotaenium_endogenum	1.87987592818874e-05	0.000716845878136201	0.00144546420299194	0.00139720981434045	0.000678498732278685	0.000128707490775963	0.00902219422727778	0.00170812426604035	0.00562585565661772	0.000465192909684735	0.000138373482608969	0.000352531617679461
k__Fungi|p__Basidiomycota|c__Ustilaginomycotina_cls_Incertae_sedis	1.87987592818874e-05	0	1.74152313613486e-05	0	0	0	1.85260661751084e-05	0	0.000116397013585194	3.87660758070612e-05	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Ustilaginomycotina_cls_Incertae_sedis|o__Malasseziales	1.87987592818874e-05	0	1.74152313613486e-05	0	0	0	1.85260661751084e-05	0	0.000116397013585194	3.87660758070612e-05	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Ustilaginomycotina_cls_Incertae_sedis|o__Malasseziales|f__Malasseziaceae	1.87987592818874e-05	0	1.74152313613486e-05	0	0	0	1.85260661751084e-05	0	0.000116397013585194	3.87660758070612e-05	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Ustilaginomycotina_cls_Incertae_sedis|o__Malasseziales|f__Malasseziaceae|g__Malassezia	1.87987592818874e-05	0	1.74152313613486e-05	0	0	0	1.85260661751084e-05	0	0.000116397013585194	3.87660758070612e-05	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Ustilaginomycotina_cls_Incertae_sedis|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia_restricta	1.87987592818874e-05	0	1.74152313613486e-05	0	0	0	1.85260661751084e-05	0	0.000116397013585194	3.87660758070612e-05	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Wallemiomycetes	0	0	5.22456940840459e-05	2.11698456718251e-05	0	0	9.26303308755419e-05	0	0.00374687529445673	0	0	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Geminibasidiales	0	0	5.22456940840459e-05	0	0	0	9.26303308755419e-05	0	0	0	0	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Geminibasidiales|f__Geminibasidiaceae	0	0	5.22456940840459e-05	0	0	0	9.26303308755419e-05	0	0	0	0	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Geminibasidiales|f__Geminibasidiaceae|g__Geminibasidium	0	0	5.22456940840459e-05	0	0	0	9.26303308755419e-05	0	0	0	0	1.46888174033109e-05
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Wallemiales	0	0	0	2.11698456718251e-05	0	0	0	0	0.00374687529445673	0	0	0
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Wallemiales|f__Wallemiaceae	0	0	0	2.11698456718251e-05	0	0	0	0	0.00374687529445673	0	0	0
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Wallemiales|f__Wallemiaceae|g__Wallemia	0	0	0	2.11698456718251e-05	0	0	0	0	0.00374687529445673	0	0	0
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Wallemiales|f__Wallemiaceae|g__Wallemia|s__Wallemia_hederae	0	0	0	0	0	0	0	0	6.65125791915396e-05	0	0	0
k__Fungi|p__Basidiomycota|c__Wallemiomycetes|o__Wallemiales|f__Wallemiaceae|g__Wallemia|s__Wallemia_sebi	0	0	0	2.11698456718251e-05	0	0	0	0	0.00329237266998121	0	0	0
k__Fungi|p__Chytridiomycota	0.00355296550427672	0.00748207885304659	0.0019330906811097	0.00137603996866863	0.000821340570653144	0.000686439950805137	0.0125606728667235	0.0162271805273834	0.0158854209969127	0.00716203250535456	0.00445311025850683	0.00417162414254028
k__Fungi|p__Chytridiomycota|c__Blastocladiomycetes	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Blastocladiomycetes|o__Blastocladiales	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae|g__Allomyces	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae|g__Allomyces|s__Allomyces_javanicus	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes	0.00272582009587367	0.00707885304659498	0.00161961651660542	0.000486906450451976	0.00057136735349784	0.000600634956954495	0.0123383600726222	0.0153197395110494	0.015702511404136	0.0069003614936569	0.00428957796087804	0.00396598069889393
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales	0	0.00017921146953405	0	0.000275207993733726	1.1903486531205e-05	1.43008323084404e-05	0	0.00119212839400733	0	9.69151895176531e-05	0	0.000235021078452974
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae	0	0.000156810035842294	0	0	0	1.43008323084404e-05	0	0.000213515533255044	0	3.87660758070612e-05	0	1.46888174033109e-05
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|g__Chytridium	0	0	0	0	0	1.43008323084404e-05	0	0.000213515533255044	0	3.87660758070612e-05	0	1.46888174033109e-05
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|g__Chytridium|s__Chytridium_olla	0	0	0	0	0	1.43008323084404e-05	0	0.000213515533255044	0	3.87660758070612e-05	0	1.46888174033109e-05
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|g__Phlyctochytrium	0	0.000156810035842294	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytridiaceae|g__Phlyctochytrium|s__Phlyctochytrium_bullatum	0	0.000156810035842294	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Cladochytriaceae	0	2.24014336917563e-05	0	0.000275207993733726	0	0	0	0.000978612860752287	0	0	0	0.000205643443646352
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Cladochytriaceae|g__Nowakowskiella	0	2.24014336917563e-05	0	0.000275207993733726	0	0	0	0.000978612860752287	0	0	0	0.000205643443646352
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Cladochytriaceae|g__Nowakowskiella|s__Nowakowskiella_elegans	0	2.24014336917563e-05	0	0.000275207993733726	0	0	0	0.000978612860752287	0	0	0	0.000205643443646352
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Endochytriaceae	0	0	0	0	1.1903486531205e-05	0	0	0	0	5.81491137105919e-05	0	1.46888174033109e-05
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Endochytriaceae|g__Entophlyctis	0	0	0	0	1.1903486531205e-05	0	0	0	0	5.81491137105919e-05	0	1.46888174033109e-05
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiomycetes_ord_Incertae_sedis	0	8.96057347670251e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiomycetes_ord_Incertae_sedis|f__Chytridiomycetes_fam_Incertae_sedis	0	8.96057347670251e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiomycetes_ord_Incertae_sedis|f__Chytridiomycetes_fam_Incertae_sedis|g__Dendrochytridium	0	8.96057347670251e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiomycetes_ord_Incertae_sedis|f__Chytridiomycetes_fam_Incertae_sedis|g__Dendrochytridium|s__Dendrochytridium_crassum	0	8.96057347670251e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophlyctidales	0	0	0	0	0	1.43008323084404e-05	0.000555781985253251	0.000284687377673392	0.000376904615418724	0.000116298227421184	0.000264167557708032	0.000249709895856285
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae	0	0	0	0	0	1.43008323084404e-05	0.000555781985253251	0.000284687377673392	0.000376904615418724	0.000116298227421184	0.000264167557708032	0.000249709895856285
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae|g__Rhizophlyctis	0	0	0	0	0	1.43008323084404e-05	0.000555781985253251	0.000284687377673392	0.000376904615418724	0.000116298227421184	0.000264167557708032	0.000249709895856285
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophlyctidales|f__Rhizophlyctidaceae|g__Rhizophlyctis|s__Rhizophlyctis_rosea	0	0	0	0	0	1.43008323084404e-05	0.000555781985253251	0.000284687377673392	0.000376904615418724	0.000116298227421184	0.000264167557708032	0.000249709895856285
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales	0.00189867468747063	0.000873655913978495	0.000748854948537991	0.000190528611046425	0.000130938351843255	0.000328919143094128	0.00898514209492756	0.011245151418099	0.0152757223543236	0.00578583681420389	0.00363544877036292	0.00245303250635291
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Rhizophydiaceae	0.00137230942757778	0.000134408602150538	0.000626948329008551	0.000148188919702775	7.14209191872299e-05	0.000185910820009725	5.55781985253251e-05	0.000587167716451372	0	0.000290745568552959	8.8055852569344e-05	0.000117510539226487
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Rhizophydiaceae|g__Rhizophydium	0.00137230942757778	0.000134408602150538	0.000626948329008551	0.000148188919702775	7.14209191872299e-05	0.000185910820009725	5.55781985253251e-05	0.000587167716451372	0	0.000290745568552959	8.8055852569344e-05	0.000117510539226487
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis	0	0	0	0	0	0	0	0	0.0152757223543236	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Paludomyces	0	0	0	0	0	0	0	0	0.0152757223543236	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Rhizophydiales_fam_Incertae_sedis|g__Paludomyces|s__Paludomyces_mangrovei	0	0	0	0	0	0	0	0	0.0152757223543236	0	0	0
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Terramycetaceae	0.000526365259892847	0.000739247311827957	0.00012190661952944	4.23396913436501e-05	5.9517432656025e-05	0.000143008323084403	0.00892956389640224	0.0106579837016476	0	0.00549509124565093	0.00354739291779357	0.00233552196712643
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Terramycetaceae|g__Boothiomyces	0.000526365259892847	0.000739247311827957	0.00012190661952944	4.23396913436501e-05	5.9517432656025e-05	0.000143008323084403	0.00892956389640224	0.0106579837016476	0	0.00549509124565093	0.00354739291779357	0.00233552196712643
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__Terramycetaceae|g__Boothiomyces|s__Boothiomyces_macroporosum	0.000526365259892847	0.000739247311827957	0.00012190661952944	4.23396913436501e-05	5.9517432656025e-05	0.000143008323084403	0.00892956389640224	0.0106579837016476	0	0.00549509124565093	0.00354739291779357	0.00233552196712643
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales	0.000657956574866059	0.00530913978494624	0.000870761568067432	0	0.00042852551512338	0.000171609987701284	0.00261217533069028	0.00243763567132842	4.98844343936547e-05	0.000862545186707113	0.000364802817787282	0.00085195140939203
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales|f__Spizellomycetaceae	0.000451170222765298	8.96057347670251e-05	0.000626948329008551	0	0.000416622028592175	4.29024969253211e-05	0.00261217533069028	0.00240204974911925	0	0.000746246959285929	0.00033964400276747	0.000440664522099326
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales|f__Spizellomycetaceae|g__Spizellomyces	0.000451170222765298	8.96057347670251e-05	0.000626948329008551	0	0.000416622028592175	4.29024969253211e-05	0.00261217533069028	0.00240204974911925	0	0.000746246959285929	0.00033964400276747	0.000440664522099326
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales|f__Spizellomycetaceae|g__Spizellomyces|s__Spizellomyces_acuminatus	0	4.48028673835125e-05	0	0	0	0	0	0	0	9.69151895176531e-06	0	0.000161576991436419
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales|f__Spizellomycetaceae|g__Spizellomyces|s__Spizellomyces_punctatus	0	0	1.74152313613486e-05	0	0	0	9.26303308755419e-05	0.000249101455464218	0	2.90745568552959e-05	0	0
