OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Thelidium	1.2811	0.7336	0.7954	1	0	2e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus	1.2811	0.7336	0.7954	1	0	0.0017	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia	1.2811	0.7336	0.7954	1	0	1e-04	0	1e-04
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__	1.2811	0.7336	0.7954	1	0	2e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Leptodiscella	1.2811	0.7336	0.7954	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Triscelophorus	1.2811	0.7336	0.7954	1	0	0	1e-04	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae;g__Lipomyces	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;f__Ceratostomataceae;g__	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;g__	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Thyronectria	1.2811	0.7336	0.7954	1	1e-04	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__;g__	1.2811	0.7336	0.7954	1	1e-04	0	0	0
k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Myxotrichaceae;g__Pseudogymnoascus	1.2564	0.7395	0.8001	1	0.0087	0.0199	0.0089	0.0065
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma	1.1538	0.7641	0.8217	1	8e-04	7e-04	0.0014	0.0015
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium	1.1538	0.7641	0.8217	1	0.0064	0.0043	0.0033	0.004
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Apiosporaceae;g__Arthrinium	1.1538	0.7641	0.8217	1	0.0023	0.0012	0.003	0.0024
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia	1.1248	0.7711	0.8273	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Corynesporascaceae;g__Corynespora	1.1193	0.7724	0.8273	1	0.0012	3e-04	5e-04	2e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__	1.0664	0.7852	0.838	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Metulocladosporiella	1.0513	0.7888	0.838	1	1e-04	0.0019	2e-04	3e-04
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__;g__	1.0513	0.7888	0.838	1	0.01	0.0037	0.0042	0.0098
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium	1.0513	0.7888	0.838	1	6e-04	3e-04	3e-04	2e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Veronaeopsis	1.0421	0.7911	0.8387	1	1e-04	4e-04	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__;f__;g__	0.9246	0.8195	0.8671	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;g__Spiromastix	0.9098	0.8231	0.8692	1	0	1e-04	4e-04	3e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ascochyta	0.8462	0.8384	0.8818	1	0.0068	0.0022	4e-04	0.0012
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Junewangia	0.8462	0.8384	0.8818	1	0.0011	0.0016	6e-04	0.001
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella	0.8035	0.8486	0.8906	1	0	2e-04	0	4e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita	0.7971	0.8502	0.8906	1	1e-04	1e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Periconia	0.7541	0.8604	0.8986	1	3e-04	7e-04	1e-04	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	0.7436	0.8629	0.8986	1	0.0087	0.0031	0.0094	0.0204
k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.7436	0.8629	0.8986	1	0.018	0.0584	0.0297	0.0372
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis	0.6923	0.875	0.9073	1	0.0041	0.0065	0.0028	0.0038
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.6923	0.875	0.9073	1	5e-04	0.0014	6e-04	6e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe	0.6866	0.8764	0.9073	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__;o__;f__;g__	0.651	0.8847	0.9141	1	1e-04	6e-04	1e-04	1e-04
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__	0.641	0.887	0.9147	1	0.0011	0.0011	7e-04	7e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__	0.5385	0.9104	0.937	1	1e-04	3e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__	0.4687	0.9257	0.9509	1	2e-04	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola	0.4359	0.9327	0.955	1	0.0027	0.0021	0.0022	0.002
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__	0.4145	0.9372	0.955	1	0	0	0	1e-04
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__	0.4145	0.9372	0.955	1	5e-04	3e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__	0.4145	0.9372	0.955	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps	0.3988	0.9405	0.955	1	2e-04	1e-04	0	1e-04
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis	0.3988	0.9405	0.955	1	2e-04	0	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__;g__	0.2821	0.9634	0.9744	1	0.028	0.0323	0.0205	0.0304
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Trichocladium	0.2821	0.9634	0.9744	1	0.0312	0.0295	0.0219	0.0229
k__Animalia;p__Arthropoda;c__;o__;f__;g__	0.1815	0.9805	0.9842	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Rosellinia	0.1815	0.9805	0.9842	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Cladochytriaceae;g__Nowakowskiella	0.1815	0.9805	0.9842	1	0	3e-04	1e-04	1e-04
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis;o__Harpellales;f__Harpellaceae;g__Harpellomyces	0.1815	0.9805	0.9842	1	0	1e-04	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Endogonales;f__Endogonaceae;g__Endogone	0.1378	0.9869	0.9888	1	1e-04	1e-04	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__;f__;g__	0.0769	0.9945	0.9945	1	0.001	6e-04	5e-04	0.001
